time, color, distance, speed, stop, step, deviation, integral, derivative
116659, 75, 464, 80, False, 0, 37.5, 0, 69.0
116798, 79, 456, 80, False, 0, 41.5, 41.5, 4.0
116938, 15, 443, 80, False, 0, -22.5, 0, -64.0
117079, 5, 433, 80, False, 0, -32.5, -32.5, -10.0
117222, 39, 420, 80, False, 0, 1.5, 0, 34.0
117368, 69, 412, 80, True, 0, 1.5, 0, 34.0
117510, 45, 392, 80, True, 0, 1.5, 0, 34.0
117660, 35, 397, 80, True, 0, 1.5, 0, 34.0
117810, 36, 397, 80, True, 0, 1.5, 0, 34.0
117950, 36, 397, 80, True, 0, 1.5, 0, 34.0
118102, 36, 397, 80, True, 0, 1.5, 0, 34.0
118239, 36, 397, 80, True, 0, 1.5, 0, 34.0
118397, 36, 397, 80, False, 1, -1.5, 0, -3.0
118534, 35, 397, 80, False, 1, -2.5, 0, -1.0
118687, 26, 380, 80, False, 1, -11.5, -11.5, -9.0
118839, 5, 372, 80, False, 1, -32.5, -44.0, -21.0
118979, 5, 362, 80, False, 1, -32.5, -76.5, 0.0
119118, 5, 348, 80, False, 1, -32.5, -109.0, 0.0
119268, 6, 338, 80, False, 1, -31.5, -140.5, 1.0
119409, 5, 328, 80, False, 1, -32.5, -32.5, -1.0
119558, 6, 321, 80, False, 1, -31.5, -64.0, 1.0
119700, 6, 321, 80, False, 1, -31.5, -95.50000000000001, 0.0
119840, 5, 320, 80, False, 1, -32.5, -128.0, -1.0
119980, 4, 304, 80, False, 1, -33.5, -161.5, -1.0
120118, 6, 320, 80, False, 1, -31.5, -193.0, 2.0
120260, 5, 326, 80, False, 1, -32.5, -225.5, -1.0
120400, 14, 326, 80, False, 1, -23.5, -249.0, 9.0
120540, 11, 326, 80, False, 1, -26.5, -26.5, -3.0
120690, 5, 1957, 80, False, 1, -32.5, -59.0, -6.0
120828, 6, 2550, 80, False, 1, -31.5, -90.50000000000001, 1.0
120971, 6, 2550, 80, False, 1, -31.5, -122.0, 0.0
121117, 6, 2550, 80, False, 1, -31.5, -153.5, 0.0
121267, 16, 2550, 80, False, 1, -21.5, -175.0, 10.0
121402, 5, 2388, 80, False, 1, -32.5, -207.5, -11.0
121548, 6, 2378, 80, False, 1, -31.5, -239.0, 1.0
121711, 6, 2365, 80, False, 1, -31.5, -270.5, 0.0
121851, 6, 2550, 80, False, 1, -31.5, -302.0, 0.0
122007, 6, 2550, 80, False, 1, -31.5, -333.5, 0.0
122148, 6, 2550, 80, False, 1, -31.5, -365.0, 0.0
122287, 5, 2550, 80, False, 1, -32.5, -397.5, -1.0
122421, 6, 2550, 80, False, 1, -31.5, -429.0, 1.0
122561, 5, 2550, 80, False, 1, -32.5, -461.5, -1.0
122698, 6, 2550, 80, False, 1, -31.5, -493.0, 1.0
122850, 29, 2550, 80, False, 1, -8.5, 0, 23.0
122991, 73, 2550, 80.50000000000001, False, 2, 35.5, 0, 44.0
123129, 74, 2550, 81.0, False, 2, 36.5, 36.5, 1.0
123280, 78, 2550, 81.5, False, 2, 40.5, 77.0, 4.0
123418, 79, 2550, 82.00000000000001, False, 2, 41.5, 118.5, 1.0
123558, 79, 2550, 82.5, False, 2, 41.5, 160.0, 0.0
123711, 79, 2550, 83.00000000000001, False, 2, 41.5, 201.5, 0.0
123859, 74, 2550, 83.5, False, 2, 36.5, 238.0, -5.0
124008, 76, 2550, 84.0, False, 2, 38.5, 276.5, 2.0
124159, 78, 2550, 84.50000000000001, False, 2, 40.5, 317.0, 2.0
124300, 75, 1754, 85.0, False, 2, 37.5, 354.5, -3.0
124449, 76, 1754, 85.50000000000001, False, 2, 38.5, 393.0, 1.0
124595, 74, 1680, 86.0, False, 2, 36.5, 429.5, -2.0
124747, 76, 1680, 86.5, False, 2, 38.5, 468.0, 2.0
124897, 76, 1680, 87.00000000000001, False, 2, 38.5, 506.5, 0.0
125045, 72, 1680, 87.5, False, 2, 34.5, 541.0, -4.0
125188, 5, 2336, 88.00000000000001, False, 2, -32.5, 0, -67.0
125341, 5, 191, 80, False, 2, -32.5, -32.5, 0.0
125477, 4, 2550, 80.50000000000001, False, 2, -33.5, -66.00000000000001, -1.0
125612, 5, 1628, 81.0, False, 2, -32.5, -98.50000000000001, 1.0
125756, 7, 1603, 81.5, False, 2, -30.5, -129.0, 2.0
125898, 6, 1597, 82.00000000000001, False, 2, -31.5, -160.5, -1.0
126049, 6, 1615, 82.5, False, 2, -31.5, -192.0, 0.0
126188, 5, 1555, 83.00000000000001, False, 2, -32.5, -224.5, -1.0
126331, 5, 1539, 83.5, False, 2, -32.5, -257.0, 0.0
126480, 5, 1527, 84.0, False, 2, -32.5, -289.5, 0.0
126620, 6, 1509, 84.50000000000001, False, 2, -31.5, -321.0, 1.0
126797, 6, 1495, 85.0, False, 2, -31.5, -352.5, 0.0
126969, 25, 1480, 85.50000000000001, False, 2, -12.5, -365.0, 19.0
127132, 77, 1478, 86.0, False, 2, 39.5, 0, 52.0
127298, 74, 1482, 86.5, False, 2, 36.5, 36.5, -3.0
127451, 74, 1450, 87.00000000000001, False, 2, 36.5, 73.00000000000001, 0.0
127622, 75, 1434, 87.5, False, 2, 37.5, 110.5, 1.0
127771, 75, 1190, 88.00000000000001, False, 2, 37.5, 148.0, 0.0
127908, 78, 1404, 88.5, False, 2, 40.5, 188.5, 3.0
128049, 80, 1388, 89.0, False, 2, 42.5, 231.0, 2.0
128187, 55, 1381, 89.50000000000001, False, 2, 17.5, 248.5, -25.0
128329, 6, 1368, 90.0, False, 2, -31.5, 0, -49.0
128471, 6, 1358, 90.50000000000001, False, 2, -31.5, -31.5, 0.0
128618, 6, 1341, 91.0, False, 2, -31.5, -63.00000000000001, 0.0
128768, 5, 1341, 91.5, False, 2, -32.5, -95.50000000000001, -1.0
128937, 5, 1341, 92.00000000000001, False, 2, -32.5, -128.0, 0.0
129074, 6, 1341, 92.5, False, 2, -31.5, -159.5, 1.0
129218, 6, 1341, 93.00000000000001, False, 2, -31.5, -191.0, 0.0
129364, 6, 1341, 93.5, False, 2, -31.5, -222.5, 0.0
129507, 5, 1267, 94.0, False, 2, -32.5, -255.0, -1.0
129647, 7, 1259, 94.50000000000001, False, 2, -30.5, -285.5, 2.0
129807, 8, 1255, 95.0, False, 2, -29.5, -315.0, 1.0
129949, 34, 1786, 95.50000000000001, False, 2, -3.5, 0, 26.0
130099, 52, 1778, 96.00000000000001, False, 2, 14.5, 0, 18.0
130258, 6, 1632, 96.5, False, 2, -31.5, 0, -46.00000000000001
130402, 5, 1744, 97.00000000000001, False, 2, -32.5, -32.5, -1.0
130561, 15, 1732, 97.5, False, 2, -22.5, -55.0, 10.0
130712, 4, 1714, 98.00000000000001, False, 2, -33.5, -88.5, -11.0
130851, 6, 1706, 98.50000000000001, False, 2, -31.5, -120.0, 2.0
130990, 5, 1694, 99.0, False, 2, -32.5, -152.5, -1.0
131140, 5, 1680, 99.50000000000001, False, 2, -32.5, -185.0, 0.0
131280, 5, 1666, 100.0, False, 2, -32.5, -217.5, 0.0
131440, 5, 1656, 100.5, False, 2, -32.5, -250.0, 0.0
131592, 5, 1686, 101.0, False, 2, -32.5, -282.5, 0.0
131747, 5, 2550, 101.5, False, 2, -32.5, -315.0, 0.0
131899, 5, 2550, 102.0, False, 2, -32.5, -347.5, 0.0
132041, 5, 2550, 102.5, False, 2, -32.5, -380.0, 0.0
132178, 5, 2550, 103.0, False, 2, -32.5, -412.5, 0.0
132318, 5, 2550, 103.5, False, 2, -32.5, -445.0, 0.0
132478, 66, 2550, 104.0, False, 2, 28.5, 0, 61.00000000000001
132626, 73, 2550, 104.5, False, 2, 35.5, 35.5, 7.0
132768, 77, 2550, 105.0, False, 2, 39.5, 75.0, 4.0
132920, 79, 2550, 105.5, False, 2, 41.5, 116.5, 2.0
133062, 82, 2550, 106.0, False, 2, 44.5, 161.0, 3.0
133210, 80, 2550, 106.5, False, 2, 42.5, 203.5, -2.0
133378, 79, 2550, 107.0, False, 2, 41.5, 245.0, -1.0
133509, 77, 2550, 107.5, False, 2, 39.5, 284.5, -2.0
133658, 77, 2550, 108.0, False, 2, 39.5, 324.0, 0.0
133798, 57, 2005, 108.5, False, 2, 19.5, 343.5, -20.0
133948, 6, 2550, 109.0, False, 2, -31.5, 0, -51.00000000000001
134087, 5, 2550, 109.5, False, 2, -32.5, -32.5, -1.0
134227, 5, 2550, 110.0, False, 2, -32.5, -65.0, 0.0
134367, 4, 2550, 110.5, False, 2, -33.5, -98.50000000000001, -1.0
134510, 5, 2550, 111.0, False, 2, -32.5, -131.0, 1.0
134648, 11, 2550, 111.5, False, 2, -26.5, -157.5, 6.0
134797, 6, 2550, 112.0, False, 2, -31.5, -189.0, -5.0
134952, 5, 2550, 112.5, False, 2, -32.5, -221.5, -1.0
135090, 25, 1873, 113.0, False, 2, -12.5, -234.0, 20.0
135230, 76, 2550, 113.5, False, 2, 38.5, 0, 51.00000000000001
135382, 76, 2489, 114.0, False, 2, 38.5, 38.5, 0.0
135532, 75, 1827, 114.5, False, 2, 37.5, 76.00000000000001, -1.0
135669, 74, 1785, 115.0, False, 2, 36.5, 112.5, -1.0
135806, 62, 2465, 115.5, False, 2, 24.5, 137.0, -12.0
135948, 15, 1756, 116.0, False, 2, -22.5, 0, -47.0
136099, 6, 2550, 116.5, False, 2, -31.5, -31.5, -9.0
136239, 66, 1732, 117.0, False, 2, 28.5, 0, 60.0
136390, 81, 1708, 117.5, False, 2, 43.50000000000001, 43.50000000000001, 15.0
136547, 7, 1706, 118.0, False, 2, -30.5, 0, -74.0
136697, 5, 2366, 118.5, False, 2, -32.5, -32.5, -2.0
136835, 66, 1648, 119.0, False, 2, 28.5, 0, 61.00000000000001
136977, 61, 1640, 119.5, False, 2, 23.5, 23.5, -5.0
137107, 5, 1657, 120.0, False, 2, -32.5, 0, -56.00000000000001
137247, 5, 2550, 120.5, False, 2, -32.5, -32.5, 0.0
137388, 21, 1585, 121.0, False, 2, -16.5, -49.0, 16.0
137528, 59, 1581, 121.5, False, 2, 21.5, 0, 38.0
137669, 57, 1559, 122.0, False, 2, 19.5, 19.5, -2.0
137827, 10, 1563, 122.5, False, 2, -27.5, 0, -47.0
137961, 16, 2550, 123.0, False, 2, -21.5, -21.5, 6.0
138101, 82, 1504, 123.5, False, 2, 44.5, 0, 66.00000000000001
138252, 77, 1499, 124.0, False, 2, 39.5, 39.5, -5.0
138396, 6, 2001, 124.5, False, 2, -31.5, 0, -71.00000000000001
138548, 5, 1505, 125.0, False, 2, -32.5, -32.5, -1.0
138679, 12, 2550, 125.5, False, 2, -25.5, -58.00000000000001, 7.0
138821, 35, 2550, 126.0, False, 2, -2.5, 0, 23.0
138970, 48, 1414, 126.5, False, 2, 10.5, 0, 13.0
139112, 33, 1388, 127.0, False, 2, -4.5, 0, -15.0
139250, 18, 2550, 127.5, False, 2, -19.5, -19.5, -15.0
139392, 52, 1330, 128.0, False, 2, 14.5, 0, 34.0
139536, 73, 1318, 128.5, False, 2, 35.5, 35.5, 21.0
139689, 24, 1299, 129.0, False, 2, -13.5, 0, -49.0
139838, 5, 1965, 129.5, False, 2, -32.5, -32.5, -19.0
139971, 61, 1250, 130.0, False, 2, 23.5, 0, 56.00000000000001
140111, 80, 1246, 130.0, False, 2, 42.5, 42.5, 19.0
140258, 8, 1231, 130.0, False, 2, -29.5, 0, -72.0
140411, 5, 1693, 130.0, False, 2, -32.5, -32.5, -3.0
140565, 60, 1182, 130.0, False, 2, 22.5, 0, 55.0
140707, 77, 1192, 130.0, False, 2, 39.5, 39.5, 17.0
140850, 23, 1183, 130.0, False, 2, -14.5, 0, -54.0
140984, 7, 1595, 130.0, False, 2, -30.5, -30.5, -16.0
141120, 26, 1595, 130.0, False, 2, -11.5, -42.0, 19.0
141261, 46, 1595, 130.0, False, 2, 8.5, 0, 20.0
141428, 6, 1074, 130.0, False, 2, -31.5, 0, -40.0
141567, 6, 2550, 130.0, False, 2, -31.5, -31.5, 0.0
141713, 5, 2550, 130.0, False, 2, -32.5, -64.0, -1.0
141850, 6, 2550, 130.0, False, 2, -31.5, -95.50000000000001, 1.0
141988, 5, 2550, 130.0, False, 2, -32.5, -128.0, -1.0
142147, 5, 2550, 130.0, False, 2, -32.5, -160.5, 0.0
142287, 5, 1032, 130.0, False, 2, -32.5, -193.0, 0.0
142437, 6, 1020, 130.0, False, 2, -31.5, -224.5, 1.0
142570, 7, 1008, 130.0, False, 2, -30.5, -255.0, 1.0
142708, 6, 986, 130.0, False, 2, -31.5, -286.5, -1.0
142848, 5, 971, 130.0, False, 2, -32.5, -319.0, -1.0
142988, 6, 1082, 130.0, False, 2, -31.5, -350.5, 1.0
143126, 5, 2550, 130.0, False, 2, -32.5, -383.0, -1.0
143287, 4, 2550, 130.0, False, 2, -33.5, -416.5, -1.0
143428, 6, 2550, 130.0, False, 2, -31.5, -448.0, 2.0
143569, 5, 2550, 130.0, False, 2, -32.5, -480.5, -1.0
143718, 5, 2550, 130.0, False, 2, -32.5, -513.0, 0.0
143870, 5, 2550, 130.0, False, 2, -32.5, -545.5, 0.0
144012, 5, 2550, 130.0, False, 2, -32.5, -578.0, 0.0
144159, 18, 2550, 130.0, False, 2, -19.5, -597.5000000000001, 13.0
144307, 74, 2550, 130.0, False, 2, 36.5, 0, 56.00000000000001
144447, 73, 2550, 130.0, False, 2, 35.5, 35.5, -1.0
144598, 76, 2550, 130.0, False, 2, 38.5, 74.0, 3.0
144740, 72, 2550, 130.0, False, 2, 34.5, 108.5, -4.0
144908, 77, 2550, 130.0, False, 2, 39.5, 148.0, 5.0
145052, 77, 2550, 130.0, False, 2, 39.5, 187.5, 0.0
145196, 77, 2550, 130.0, False, 2, 39.5, 227.0, 0.0
145350, 80, 2550, 130.0, False, 2, 42.5, 269.5, 3.0
145490, 80, 2550, 130.0, False, 2, 42.5, 312.0, 0.0
145637, 81, 2374, 130.0, False, 2, 43.50000000000001, 355.5, 1.0
145792, 77, 2364, 130.0, False, 2, 39.5, 395.0, -4.0
145931, 74, 2310, 130.0, False, 2, 36.5, 431.5, -3.0
146077, 72, 2298, 130.0, False, 2, 34.5, 466.0, -2.0
146222, 8, 2292, 130.0, False, 2, -29.5, 0, -64.0
146364, 4, 2311, 130.0, False, 2, -33.5, -33.5, -4.0
146522, 5, 2276, 130.0, False, 2, -32.5, -66.00000000000001, 1.0
146671, 5, 2214, 130.0, False, 2, -32.5, -98.50000000000001, 0.0
146808, 5, 2226, 130.0, False, 2, -32.5, -131.0, 0.0
146962, 5, 2197, 130.0, False, 2, -32.5, -163.5, 0.0
147099, 6, 2219, 130.0, False, 2, -31.5, -195.0, 1.0
147238, 6, 2184, 130.0, False, 2, -31.5, -226.5, 0.0
147389, 5, 2167, 130.0, False, 2, -32.5, -259.0, -1.0
147539, 6, 2153, 130.0, False, 2, -31.5, -290.5, 1.0
147682, 5, 2550, 130.0, False, 2, -32.5, -323.0, -1.0
147828, 47, 2550, 130.0, False, 2, 9.5, 0, 42.0
147968, 74, 2550, 130.0, False, 2, 36.5, 36.5, 27.0
148109, 78, 2550, 130.0, False, 2, 40.5, 77.0, 4.0
148243, 78, 2550, 130.0, False, 2, 40.5, 117.5, 0.0
148382, 79, 2550, 130.0, False, 2, 41.5, 159.0, 1.0
148520, 73, 2550, 130.0, False, 2, 35.5, 194.5, -6.0
148668, 8, 2550, 130.0, False, 2, -29.5, 0, -65.0
148852, 5, 2550, 130.0, False, 2, -32.5, -32.5, -3.0
149012, 48, 2550, 130.0, False, 2, 10.5, 0, 43.0
149172, 73, 2550, 130.0, False, 2, 35.5, 35.5, 25.0
149350, 10, 2550, 130.0, False, 2, -27.5, 0, -63.00000000000001
149496, 8, 2550, 130.0, False, 2, -29.5, -29.5, -2.0
149653, 14, 2550, 130.0, False, 2, -23.5, -53.00000000000001, 6.0
149792, 46, 2475, 130.0, False, 2, 8.5, 0, 32.0
149941, 66, 1925, 130.0, False, 2, 28.5, 28.5, 20.0
150092, 20, 2441, 130.0, False, 2, -17.5, 0, -46.00000000000001
150237, 6, 1793, 130.0, False, 2, -31.5, -31.5, -14.0
150378, 24, 2416, 130.0, False, 2, -13.5, -45.0, 18.0
150518, 78, 2416, 130.0, False, 2, 40.5, 0, 54.0
150661, 76, 1813, 130.0, False, 2, 38.5, 38.5, -2.0
150807, 7, 1795, 130.0, False, 2, -30.5, 0, -69.0
150952, 9, 1786, 130.0, False, 2, -28.5, -28.5, 2.0
151108, 51, 2550, 130.0, False, 2, 13.5, 0, 42.0
151251, 61, 2550, 130.0, False, 2, 23.5, 23.5, 10.0
151397, 9, 2550, 130.0, False, 2, -28.5, 0, -52.0
151540, 6, 2313, 130.0, False, 2, -31.5, -31.5, -3.0
151688, 39, 2550, 130.0, False, 2, 1.5, 0, 33.0
151842, 65, 2550, 130.0, False, 2, 27.5, 27.5, 26.0
151977, 42, 2550, 130.0, False, 2, 4.5, 0, -23.0
152118, 11, 2550, 130.0, False, 2, -26.5, 0, -31.0
152269, 38, 2550, 130.0, False, 2, 0.5, 0, 27.0
152417, 78, 2550, 130.0, False, 2, 40.5, 40.5, 40.0
152567, 45, 2550, 130.0, False, 2, 7.5, 0, -33.0
152708, 6, 2550, 130.0, False, 2, -31.5, 0, -39.0
152850, 5, 2550, 130.0, False, 2, -32.5, -32.5, -1.0
153007, 5, 2550, 130.0, False, 2, -32.5, -65.0, 0.0
153147, 4, 1490, 130.0, False, 2, -33.5, -98.50000000000001, -1.0
153311, 5, 1488, 130.0, False, 2, -32.5, -131.0, 1.0
153460, 4, 2550, 130.0, False, 2, -33.5, -164.5, -1.0
153601, 5, 2550, 130.0, False, 2, -32.5, -197.0, 1.0
153737, 6, 2550, 130.0, False, 2, -31.5, -228.5, 1.0
153877, 6, 2550, 130.0, False, 2, -31.5, -260.0, 0.0
154087, 6, 2550, 130.0, False, 2, -31.5, -291.5, 0.0
154240, 6, 2550, 130.0, False, 2, -31.5, -323.0, 0.0
154381, 16, 2550, 130.0, False, 2, -21.5, -344.5, 10.0
154530, 8, 2550, 130.0, False, 2, -29.5, -374.0, -8.0
154680, 5, 2550, 130.0, False, 2, -32.5, -406.5, -3.0
154821, 6, 2550, 130.0, False, 2, -31.5, -438.0, 1.0
154988, 6, 1202, 130.0, False, 2, -31.5, -469.5, 0.0
155130, 5, 1160, 130.0, False, 2, -32.5, -502.0, -1.0
155270, 5, 1148, 130.0, False, 2, -32.5, -534.5, 0.0
155419, 5, 1148, 130.0, False, 2, -32.5, -567.0, 0.0
155558, 5, 1148, 130.0, False, 2, -32.5, -599.5, 0.0
155710, 49, 1092, 130.0, False, 2, 11.5, 0, 44.0
155860, 76, 2550, 130.0, False, 2, 38.5, 38.5, 27.0
155998, 80, 2550, 130.0, False, 2, 42.5, 81.0, 4.0
156159, 80, 2550, 130.0, False, 2, 42.5, 123.5, 0.0
156298, 81, 1024, 130.0, False, 2, 43.50000000000001, 167.0, 1.0
156450, 84, 986, 130.0, False, 2, 46.5, 213.5, 3.0
156633, 81, 955, 130.0, False, 2, 43.50000000000001, 257.0, -3.0
156787, 78, 943, 130.0, False, 2, 40.5, 297.5, -3.0
156949, 77, 943, 130.0, False, 2, 39.5, 337.0, -1.0
157100, 74, 943, 130.0, False, 2, 36.5, 373.5, -3.0
157270, 76, 877, 130.0, False, 2, 38.5, 412.0, 2.0
